DevEUI,Manufacturer,Model,Supplier,
70B3D52DD3020563,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30203B5,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302052E,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020589,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020657,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020662,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020611,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020632,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302085A,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020613,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30205FD,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30205CD,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020881,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020581,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302062A,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020456,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020641,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30206B6,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020700,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302054C,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020455,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020853,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020773,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30207A4,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30205F1,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30203A5,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30206E9,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30205E0,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020934,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30207E9,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30206C4,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020699,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30205DF,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30206EF,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30205E5,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020854,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020527,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302064C,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302087E,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020607,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302045B,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302088E,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020665,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020861,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30205DD,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302085C,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020486,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020873,MCLIMATE,VICKI,THERMOKON,
70B3D52DD30205DC,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020487,MCLIMATE,VICKI,THERMOKON,
70B3D52DD302045D,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020233,MCLIMATE,VICKI,THERMOKON,
70B3D52DD3020046,MCLIMATE,VICKI,THERMOKON,
70B3D52DD301FD9E,MCLIMATE,VICKI,THERMOKON,
70B3D52DD301FE20,MCLIMATE,VICKI,THERMOKON,
A840410E855B651C,DRAGINO,T68DL-EU868,DRAGINO,
A84041A3005B6FF4,DRAGINO,LTS5-868,DRAGINO,
A84041A9325A8794,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404197C55A8795,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404110C35A8796,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041E6F95A8797,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041A6165A8798,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041F27B5A8799,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041AB985A879A,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404128DB5A879B,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840413E045A879C,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041DD395A879D,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041C3AE5A879E,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840413DFB5A879F,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041601B5A87A0,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041D9A45A87A1,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404116BE5A87A2,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840418CEF5A87A3,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041C4BA5A87A4,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041E8885A87A5,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840410DA55A87A6,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041ADDF5A87A7,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840417C975A87A8,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404135325A87A9,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404199955A87AA,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840419A3A5A87AB,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041823B5A87AC,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041DCE75A87AD,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840414FDE5A87AE,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041FB635A87AF,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041A3C85A87B0,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041FF035A87B1,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840413FDB5A87B2,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404184AC5A87B3,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840416A125A87B4,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840410FC55A87B5,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840418BC05A87B6,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041C0BA5A87B7,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840419E6D5A87B8,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404132015A87B9,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041F23A5A87BA,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041829D5A87BB,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041BD485A87BC,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404140B05A87BD,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041C0F05A87BE,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041B1275A87BF,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840415DE15A87C0,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041D2675A87C1,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404120C65A87C2,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041C45C5A87C3,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840412AE65A87C4,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041B0DD5A87C5,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404174955A87C6,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404101395A87C7,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041A9285A87C8,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840414A0B5A87C9,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840414A845A87CA,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840411BBB5A87CB,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041CFEB5A87CC,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404181A85A87CD,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840419F4B5A87CE,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840419A7A5A87CF,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041A6075A87D0,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840414EEE5A87D1,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840412C4A5A87D2,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041D5B05A87D3,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840414F4B5A87D4,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840416BDB5A87D5,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041E1565A87D6,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041D2475A87D7,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041645E5A87D8,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404172705A87D9,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840416EC35A87DA,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041183D5A87DB,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041ED835A87DC,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404141BA5A87DD,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041ABE05A87DE,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041A18E5A87DF,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041951B5A87E0,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404132525A87E1,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840415CF05A87E2,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840413FA15A87E3,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840418FB95A87E4,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041A7B25A87E5,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041B03B5A87E6,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041C1FC5A87E7,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041A4F05A87E8,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041B9BF5A87E9,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840411BA75A87EA,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404123685A87EB,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840414BB05A87EC,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404133265A87ED,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404110325A87EE,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840410D3A5A87EF,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041EA305A87F0,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041B19D5A87F1,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A840410AC65A87F2,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404196035A87F3,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404192D85A87F4,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041E24D5A87F5,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A84041EE435A87F6,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404191865A87F7,DRAGINO,SN50V3-LB-EU868,DRAGINO,
A8404192275B86DC,DRAGINO,LT22222-L-EU868,DRAGINO,
A840410A025B86DD,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041B5B35B86DE,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404198CA5B86DF,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041FA6B5B86E0,DRAGINO,LT22222-L-EU868,DRAGINO,
A840417A2E5B86E1,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041657C5B86E2,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404161C85B86E3,DRAGINO,LT22222-L-EU868,DRAGINO,
A840410C0F5B86E4,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041807F5B86E5,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041BD745B86E6,DRAGINO,LT22222-L-EU868,DRAGINO,
A840415E485B86E7,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041F41E5B86E8,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041AC635B86E9,DRAGINO,LT22222-L-EU868,DRAGINO,
A840413C2E5B86EA,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404135CB5B86EB,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404190F15B86EC,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404129255B86ED,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404111135B86EE,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404186AB5B86EF,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041C5465B86F0,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041CE6B5B86F1,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041C6935B86F2,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404162D95B86F3,DRAGINO,LT22222-L-EU868,DRAGINO,
A840416D9F5B86F4,DRAGINO,LT22222-L-EU868,DRAGINO,
A840415D8C5B86F5,DRAGINO,LT22222-L-EU868,DRAGINO,
A8404127D65B86F6,DRAGINO,LT22222-L-EU868,DRAGINO,
A84041EF155B86F7,DRAGINO,LT22222-L-EU868,DRAGINO,
A840410EC25B86F8,DRAGINO,LT22222-L-EU868,DRAGINO,
A840418DC55B86F9,DRAGINO,LT22222-L-EU868,DRAGINO,
A840414A785B9EB2,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840417EE75B9EB3,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404162945B9EB4,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404144895B9EB5,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041FC535B9EB6,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041B92C5B9EB7,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041FC4D5B9EB8,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404152445B9EB9,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404126A35B9EBA,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404128C15B9EBB,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041CBA25B9EBC,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404111145B9EBD,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041B1D95B9EBE,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404127D05B9EBF,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404147C45B9EC0,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041D91B5B9EC1,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041F9315B9EC2,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041066F5B9EC3,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041E23D5B9EC4,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840414B835B9EC5,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041EED95B9EC6,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404125F45B9EC7,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404189405B9EC8,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041B9F15B9EC9,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041D2D85B9ECA,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041573B5B9ECB,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041A6BA5B9ECC,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041BCC65B9ECD,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404126855B9ECE,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041DF725B9ECF,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041199F5B9ED0,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041FBD85B9ED1,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840414E3F5B9ED2,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041BE7C5B9ED3,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041909D5B9ED4,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840411DA85B9ED5,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041DE065B9ED6,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404147B45B9ED7,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041B5845B9ED8,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404102B85B9ED9,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840410B175B9EDA,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041BD025B9EDB,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404161615B9EDC,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041130C5B9EDD,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404161985B9EDE,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404162075B9EDF,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404198335B9EE0,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041AFDA5B9EE1,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404191165B9EE2,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404100295B9EE3,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404121935B9EE4,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041366E5B9EE5,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840412BF35B9EE6,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041F30B5B9EE7,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404174885B9EE8,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041AF085B9EE9,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041C08C5B9EEA,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041B5305B9EEB,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041260B5B9EEC,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840414AAC5B9EED,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041BD5189EF34,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A84041F02189EF35,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A84041CB2189EF36,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A84041AB9189EF37,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A84041115189EF38,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A8404194F189EF39,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A84041A99189EF3A,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A84041EC9189EF3B,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A84041328189EF3C,DRAGINO,LHT65N-E5-EU868,DRAGINO,
A84041B6E189EF3D,DRAGINO,LHT65N-E5-EU868,DRAGINO,
70B3D540F4573810,NEXELEC,I870LR,NEXELEC,
70B3D540F457381F,NEXELEC,I870LR,NEXELEC,
70B3D540F457386F,NEXELEC,I870LR,NEXELEC,
70B3D540F4573887,NEXELEC,I870LR,NEXELEC,
70B3D540F45739A7,NEXELEC,I870LR,NEXELEC,
70B3D540F45739DC,NEXELEC,I870LR,NEXELEC,
70B3D540F6589C10,NEXELEC,X865LS,NEXELEC,
70B3D540F6589C6C,NEXELEC,X865LS,NEXELEC,
70B3D540F6589CCC,NEXELEC,X865LS,NEXELEC,
70B3D540F6589FC3,NEXELEC,X865LS,NEXELEC,
70B3D540F6589FE1,NEXELEC,X865LS,NEXELEC,
70B3D52DDA0008AA,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA0008C8,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA0008C3,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA0008AE,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA0008B2,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA0008C2,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA0008B8,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDD000AC9,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AD3,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AA0,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000374,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AAD,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AB0,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005E8,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000ABF,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AC8,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A8D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AB5,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AC6,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000ABA,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AC2,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A7F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A8A,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A94,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AAE,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000657,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A9D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A99,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000ACF,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A74,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A79,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000672,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AB1,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000344,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A89,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0003E3,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000576,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005C1,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AB9,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005D2,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00059C,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0003AB,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005A8,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000571,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0006F2,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000402,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00074D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0003DE,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005A2,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005BC,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005D0,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0006EA,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00060D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000690,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000678,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000652,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00055C,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005BD,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000647,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A91,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AC5,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000560,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0006B1,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00062D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0003E5,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A7C,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0007DB,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A80,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000ABD,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A84,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005C4,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A85,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AB7,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00075F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000AC0,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00065E,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000A98,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0003AA,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000ACA,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000ABE,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000735,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00072D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0005FA,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000973,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000971,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00069A,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000941,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000958,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000962,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000939,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000918,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
